repo_id,actor_id,Core_Contributors
13516504,2875946,1
13544898,59200,5
13573866,54470,1
13655949,896423,1
13662106,1831111,1
13666531,978899,1
13668558,120314,1
13674303,4758096,1
13690115,5721615,1
13793762,2242,1
13794677,931421,1
13817352,3511432,1
13818463,5848566,1
13845370,5769356,1
13851456,324887,1
13893582,70335,1
13913264,506010,3
13918292,31295,1
14002592,1589480,1
14058345,146040,1
14058646,1026013,1
14079522,980367,1
14090992,945446,1
14148013,367618,1
14201058,3960243,1
14234456,1632746,1
14244921,5571990,2
14258404,941829,1
14275631,2790604,2
14279740,114509,2
14284550,5897669,1
14286367,265886,1
14289657,226585,1
14312560,734339,1
14313288,5814217,1
14427510,1672874,1
14438995,3143487,1
14473933,161548,1
14546116,2657901,1
14552429,9084685,3
14601190,173661,2
14629304,2725611,1
14699527,6035184,1
14734876,1144306,4
14739084,517210,1
14829187,87915,1
14845307,6042782,1
14849761,918857,1
14871077,518231,1
14879832,1182407,1
14895592,963093,1
14915760,1626426,1
14942891,6110330,1
14991487,87915,4
15001035,17292,2
15009067,4942502,1
15032076,1924134,1
15032738,1256464,2
15034137,1888089,2
15035998,1248972,1
15036238,1648240,1
15063820,5787953,1
15080619,6042782,2
15100395,6158630,12
15119415,1014189,1
15177111,3960243,1
15177709,65952,1
15193430,99704,1
15237233,3124431,1
15382280,1215760,1
15441866,3960243,1
15461243,3489773,4
15477991,1400864,2
15486567,952321,1
15488440,5344121,6
15519902,4161517,1
15526570,1317792,3
15532080,2188638,1
15558946,277116,1
15572464,556505,3
15576121,74345,1
15589258,4594970,1
15656147,2347227,1
15666435,2666691,1
15713116,2725611,1
15714889,447792,3
15718405,373823,4
15748552,770578,1
15760311,6357013,1
15790644,1468831,8
15808686,6372067,1
15838380,6378485,1
15857755,550895,1
15902335,1334122,1
15908247,4615644,1
15919430,6404175,1
15923027,5386917,2
15943682,1868186,1
15951934,763917,1
15984451,67641,1
16009240,5155966,1
16018083,2956634,1
16036505,1743446,1
16051158,335406,1
16059597,6189538,1
16061165,1312081,2
16081882,251272,1
16091467,210312,2
16116287,4119931,1
16129958,1619869,5
16159065,6477435,1
16188576,3094277,2
16249702,6023672,1
16266082,323199,1
16285002,591886,1
16301255,4733312,1
16323555,8922660,1
16332631,296607,1
16334926,201997,1
16350266,2725611,1
16418633,1378,1
16448230,414752,1
16473585,1261331,1
16525002,2166111,1
16529451,1703924,1
16531825,4764874,7
16554941,1807191,1
16572329,3174763,2
16607266,2069201,1
16722721,1810949,1
16819408,367618,1
16832741,482179,1
16833966,71317,3
16890159,5505674,1
16901435,6701030,1
16937043,5143070,1
16972230,42892,1
16994292,171072,4
17056902,2725611,1
17067597,173661,2
17069604,916259,3
17101123,2318343,1
17136520,922837,1
17147171,6654824,2
17152267,2710323,1
17152891,36719,1
17165658,1341245,4
17179173,49649,1
17190491,5104541,1
17234057,2501598,2
17236735,6757714,1
17268927,10023157,1
17299346,1816779,1
17313482,4062890,1
17371412,1553632,1
17375822,7120810,1
17423002,615121,3
17432357,6691262,1
17457530,4809376,3
17473666,698770,1
17480926,6851464,1
17529590,516677,1
17536276,493276,2
17580814,5975070,6
17617697,2434110,1
17640761,5922532,1
17672250,2698813,1
17682668,279572,1
17710592,1334295,1
17717497,3290873,2
17730345,947888,1
17730514,1646057,1
17739679,6724538,1
17764313,653722,2
17817709,5262037,1
17826716,20474,1
17852869,621477,1
17873870,5018213,2
17906147,1865016,2
17907002,1811701,1
17947764,1333491,1
17971324,814471,2
17985744,9018,1
17996456,1617038,1
18017865,6462673,1
18020014,1237191,1
18020914,5076731,1
18039094,3197761,1
18046167,5336190,1
18069451,3701374,2
18089434,1335855,1
18115347,1133652,4
18126008,6158630,12
18139110,4254876,1
18156369,3386273,2
18160176,7076322,1
18201810,1319679,2
18209555,617057,1
18266208,2552068,1
18267935,440405,2
18271108,720376,1
18275311,1054674,1
18326701,5601186,1
18327383,188758,1
18327496,5593699,1
18411746,1163757,1
18456300,7180276,1
18457766,855478,1
18470436,5281068,1
18472516,5894272,1
18478437,2506703,1
18493101,7876796,1
18495441,6248391,2
18532367,4130215,1
18552822,67737,1
18592954,2883270,1
18600949,278418,1
18603823,4540331,2
18620619,6895040,13
18663590,8132102,4
18694368,466764,1
18715057,28153,1
18719937,7252832,1
18747374,65952,2
18761819,5939461,1
18839749,775431,2
18900363,5713485,3
18904157,21826,1
18929235,1658058,1
18956585,4452260,1
19025999,3811636,2
19047649,7377949,1
19049758,1286742,1
19051665,5472995,2
19060965,550006,1
19073780,227042,1
19086266,945283,1
19108230,3823149,3
19122406,594059,3
19178105,6364195,5
19246063,5041473,1
19294491,1081963,1
19328708,604177,1
19352450,3793664,1
19353657,1517226,2
19386378,2091439,2
19415093,1484886,1
19473153,4444229,1
19508919,36392,1
19514776,5455031,4
19524156,2713846,2
19545865,2713846,1
19575934,24036,1
19625428,360595,1
19638168,7283765,1
19684176,7553153,1
19688633,685076,3
19712775,1728807,1
19718418,885356,1
19750688,3332580,1
19753490,149506,1
19756033,6027071,1
19782742,5138558,1
19783776,671018,1
19794517,5481657,1
19799491,53785,6
19821157,2049650,4
19833367,3811636,1
19842476,771345,2
19844101,554789,1
19853787,950866,1
19880102,99781,3
19892380,3752144,1
19897997,2731239,2
19899004,1403723,1
19914909,9798612,1
19916900,1158804,1
19940883,945577,1
19959218,6763379,1
19961042,6763379,2
19961044,6763379,1
19961056,6763379,1
19965701,5392427,1
19986748,100718,1
19993673,6763379,1
20005405,579357,1
20006178,7143311,1
20016880,1923870,2
20020926,7657566,1
20030571,7031175,1
20035058,900739,1
20035848,6193231,1
20041931,7662768,2
20044005,253202,1
20086003,2438869,5
20107959,6927151,1
20117626,21826,1
20122626,6965803,2
20136009,5642064,1
20157059,7694954,3
20170673,59884,1
20198782,5997696,1
20239329,7718668,1
20252671,273857,2
20266334,5661392,2
20266504,2031812,1
20268125,1373703,3
20281714,7086214,1
20284114,5498199,1
20291263,1856621,6
20319753,1045095,2
20341239,7328115,1
20345659,896423,1
20367998,6992972,1
20372057,1310872,2
20387866,2488333,2
20405743,2651446,1
20463939,1235097,1
20469468,4070158,1
20527117,3720783,3
20531173,6667377,1
20531755,6667377,1
20540592,1436727,1
20542797,4083697,1
20550978,7608189,1
20567458,3180534,2
20606216,25653,2
20632410,1012467,1
20634788,13717,1
20652730,7702743,2
20682452,44939,3
20753922,7866361,2
20770460,186612,3
20782655,5231841,1
20811526,654934,1
20822032,5050871,2
20835178,1059947,2
20837913,6893938,1
20871075,505681,1
20941068,1653619,2
21009348,537127,3
21054614,176815,6
21067831,1275914,1
21085682,4262197,1
21103899,6895034,3
21144145,157695,2
21175597,2224480,1
21182346,7979969,1
21183471,1176744,1
21256946,4779042,4
21263487,2226031,1
21285335,21826,1
21296590,8381268,1
21323691,115237,1
21329550,8019881,2
21329921,5943573,1
21368887,5424351,1
21376159,156601,1
21377779,8034059,2
21388511,1597820,1
21390245,1239679,3
21396295,3316756,5
21401072,8040427,1
21450767,5491618,1
21457582,8056798,1
21469993,123932,1
21480985,289202,1
21481110,280212,79
21522534,5344121,1
21528910,775727,1
21536118,8078764,2
21542754,5631503,1
21544147,539575,1
21549222,7728157,1
21585818,8077740,1
21596685,922012,1
21612734,1345314,1
21613986,5412049,1
21627244,113896,2
21640233,6418489,1
21642960,1550763,3
21661221,5739945,1
21667862,49209,1
21710732,4528105,1
21739906,8136241,1
21783823,8147971,1
21798503,1129910,1
21806584,8147927,1
21825710,338734,1
21833183,5211568,3
21833720,7727957,1
21853529,1130264,1
21868831,286694,1
21889774,7035156,1
21895280,1588244,2
21895733,4193054,1
21898975,2720896,3
21908402,1536935,1
21915008,6811910,1
21915008,7565298,1
21921396,793308,1
21927560,8162496,1
21929384,592109,1
21930526,592109,3
21943980,3432917,1
21957518,2378836,1
21964910,3152062,1
21987817,840120,3
21989579,1243435,1
21992247,1585362,4
21995378,2875833,3
22005660,880411,3
22011184,8197831,2
22025812,153493,2
22027821,8214096,1
22036106,332496,1
22058370,274358,3
22066165,6561166,8
22069872,4317587,1
22087319,42681,4
22088187,1574519,2
22098808,7802430,1
22212183,952007,1
22234733,2961036,9
22235943,1261574,2
22237229,4000880,1
22265220,5068150,2
22275454,1301018,1
22291919,117295,3
22319594,5393499,1
22320462,8285296,1
22366514,484370,1
22397633,8303419,1
22402868,398611,1
22435859,2711945,2
22456318,4580292,1
22475245,5519816,1
22484898,161631,4
22497156,305455,1
22520527,1022081,1
22535174,940272,1
22535845,6753,1
22542759,5215004,2
22556058,3465100,1
22573863,4078062,1
22574357,160684,1
22584262,3171473,1
22603212,3973466,1
22621117,7378879,1
22626620,160684,1
22632242,8359408,1
22637619,8361299,2
22677695,1211980,1
22696603,682097,2
22704261,641261,3
22712276,547450,1
22718672,1097481,2
22736886,495647,1
22741510,2145676,1
22760055,11417,2
22772289,6299681,1
22773766,4231743,2
22777322,8077771,1
22802488,163915,1
22803845,277474,2
22826684,2482253,1
22836855,7091080,1
22839509,1616639,1
22842736,926354,1
22857121,2482253,1
22857626,198507,1
22891701,8421271,5
22899943,398611,1
22906142,7662278,1
22925974,3960738,1
22939226,1210751,2
22942790,3044,1
22973515,8453732,1
22987680,458892,2
22988319,8289520,3
22998246,573194,1
23008502,7454972,8
23013760,6252780,1
23025348,1162160,2
23029657,2637399,1
23034563,4175278,1
23038334,10152875,4
23043434,8471860,2
23048534,370239,1
23049318,474794,1
23059575,109109,1
23076963,5659700,8
23079554,1734057,1
23116127,208054,1
23116127,4406333,1
23125090,1147484,1
23131813,50891,2
23141542,3144970,1
23149310,5730326,1
23158008,240835,1
23188313,376661,1
23215539,5779735,12
23223865,1760797,1
23230130,2145676,2
23243664,332496,1
23265919,7833300,1
23271328,6202476,1
23280929,3160169,1
23305313,932918,2
23331775,8550459,2
23350000,278727,1
23362570,4829,1
23362993,2001330,1
23363281,6287026,1
23370782,305268,1
23394077,1484485,1
23419436,7991256,1
23431546,544667,3
23478795,1750837,2
23478996,57142,1
23481399,6693717,1
23500192,3008744,2
23505879,1144306,1
23509495,1514700,1
23524503,1364019,1
23541166,5341072,2
23546042,434885,2
23549889,3003634,2
23551479,2489906,1
23557502,1100381,1
23564009,6822704,1
23571144,4077106,1
23572310,2311760,1
23581282,1613474,1
23587004,23465,1
23591183,6904406,1
23672808,43683,2
23675643,317994,1
23679117,3624,1
23681831,5206490,1
23682880,5123221,1
23682940,2256212,1
23696666,6241554,1
23717735,896423,2
23717735,1680823,2
23720414,353209,2
23728095,8675834,5
23735021,2189609,2
23775072,1967302,1
23778982,6193086,1
23779634,7907941,1
23804885,8697394,1
23808061,896423,1
23808489,19950,3
23810049,7517344,1
23811389,367618,1
23813546,8703251,1
23820660,4978902,1
23820834,5960057,2
23823448,6948926,1
23840216,5105060,1
23848067,3721430,1
23853939,10178301,2
23863224,6608916,2
23884996,1703710,1
23885494,6090555,1
23890761,744293,1
23892939,6564514,1
23894134,1558033,2
23894441,5152015,1
23901528,142006,1
23903780,7534496,2
23924537,6684315,1
23979538,3013275,1
23980261,2739530,1
23986338,6227836,1
23990498,3253730,1
24008091,8759066,2
24012813,234279,1
24016636,1450515,1
24016875,6957370,1
24030380,8770348,1
24037800,6763356,1
24070067,4883505,1
24071128,1205126,1
24076640,877530,2
24087301,7925013,1
24103115,1500580,1
24113646,34314,1
24117662,2626481,1
24147122,3495129,4
24155672,7576912,1
24212713,4054233,1
24237263,2321183,1
24247872,460371,1
24252921,4139576,2
24266969,8843757,1
24279169,277765,1
24293470,261601,2
24309280,1572011,1
24312909,3578461,1
24320625,6818498,1
24333601,6069593,1
24333720,5404873,2
24353303,1946173,4
24358947,5943136,5
24382269,8882603,2
24382788,486644,1
24384508,5149876,1
24388156,284414,2
24398157,22410,2
24404721,803768,1
24423073,5432054,1
24432107,3346926,1
24451324,2779282,3
24467642,615990,3
24546982,3780774,1
24548800,13122,1
24571362,1012917,1
24580216,740407,1
24589839,3299558,2
24602136,234489,2
24609481,8962953,1
24612415,1335366,2
24658917,7673145,1
24660814,8336555,1
24661448,7191,1
24664906,2101973,2
24695098,422057,1
24703196,9940752,2
24707210,7297775,1
24712923,2463785,1
24764697,115237,1
24770452,9011749,1
24785737,4692848,1
24790836,1569237,1
24793015,1686451,1
24800334,2963558,1
24806370,6018469,1
24814799,6363950,1
24818566,8628581,2
24829210,6047958,1
24850545,6965522,1
24877450,2192439,1
24911421,940916,1
24916708,1307829,2
24919423,4655105,1
24952737,7144417,1
24954215,4824042,1
24958959,8987245,1
24962727,1779473,1
24963888,216148,1
24967358,1671640,1
24968828,71051,3
24989901,1472352,2
24994748,156903,1
25000895,8278290,1
25004562,5345794,1
25042005,2992358,1
25046277,8931626,1
25057053,8901829,2
25086625,4718476,1
25096768,9157490,2
25106829,79728,1
25110710,3794984,2
25111641,6132327,1
25133708,8888709,1
25135859,7929451,2
25136026,9170316,1
25138592,510877,1
25138762,28673,1
25157970,4992985,1
25173910,9201970,29
25180058,9285724,3
25180795,5076191,1
25183290,8542195,1
25184298,3004602,1
25185119,713424,2
25189570,3964339,1
25221839,505681,1
25250498,1136739,2
25254705,5342037,1
25259522,9164578,2
25260459,305740,1
25269682,4296161,1
25273785,126935,1
25274128,2131591,1
25276289,57162,2
25281621,210312,4
25284691,1693164,1
25307615,518233,1
25332643,6197214,4
25334511,1174658,1
25339446,1249030,1
25345259,9956702,1
25370268,5323256,3
25383178,915424,1
25383874,5636101,2
25384787,265090,2
25392255,5728403,14
25392290,4175502,1
25400011,4188511,2
25400725,2006807,1
25404197,8005290,1
25406543,7430331,2
25412032,8865501,1
25415167,3310280,1
25416529,5418235,1
25440481,3770344,1
25449044,285960,1
25449161,436273,1
25450119,504299,1
25450714,3128407,1
25483811,6678077,1
25484806,3269485,1
25488846,2738701,1
25492179,9939059,3
25492727,8908145,1
25503840,1075736,1
25527315,3699256,1
25533998,185130,2
25584875,3187689,1
25601688,2830379,1
25607801,987656,1
25610435,8535292,2
25614169,148927,4
25614475,7937959,1
25627951,1457540,1
25645316,3474905,1
25658176,9375951,1
25659059,5623501,1
25692409,3602800,1
25711125,22108,1
25717388,4582543,1
25742340,1192813,1
25744696,6952185,2
25745457,9397471,1
25757665,4782682,2
25780987,247927,1
25789351,2553386,1
25796998,9409473,3
25797250,9409473,1
25803741,5114842,1
25811730,1121789,4
25830877,1384435,1
25830900,1384435,1
25836225,2429104,1
25837286,3331837,3
25844625,5503461,1
25849140,3597550,1
25877699,1330309,2
25889101,4568682,4
25890220,6737270,3
25890468,807483,1
25893970,1074877,2
25899992,7528580,1
25924523,512386,7
25940223,9452791,1
25941039,9452791,3
25943697,68174,1
25984335,9467640,1
25996056,9663797,1
25999714,440814,2
26002717,1074877,2
26031830,2487846,3
26037350,1264398,1
26039047,2626059,1
26040848,1423378,1
26043026,9494607,1
26045164,1298833,1
26047859,6129247,1
26051556,312301,2
26055842,5017593,1
26056009,1423378,1
26059030,8072898,2
26063060,7534496,5
26091732,3504981,1
26094346,7945170,1
26096589,2242,2
26097685,1908631,1
26125237,7003341,1
26125855,1935069,1
26138135,1608583,3
26140981,9540581,1
26142407,208955,1
26146564,406631,5
26158670,9587528,1
26162869,391350,2
26171734,7283378,1
26180933,1625941,1
26193401,833377,2
26194619,8484018,1
26194702,4634242,1
26197772,6392429,1
26226493,1134186,1
26234558,8228133,1
26234673,5195533,1
26250386,9425487,1
26258805,773327,1
26275432,5207538,1
26277603,8252039,1
26287211,4148545,1
26288440,8658234,1
26296140,351146,1
26301590,6035897,1
26326735,4953234,2
26336654,6946910,1
26338428,650357,1
26346969,6952202,3
26347900,6520476,2
26348700,6486742,1
26349489,392344,1
26354071,9623122,2
26354093,39936,1
26354680,6584350,2
26363171,8033682,2
26372861,1852283,1
26379343,6070540,1
26382386,3890972,6
26383989,8742215,1
26391646,899410,1
26392647,5581438,1
26393682,785941,1
26393800,4077106,1
26406021,4186413,3
26407499,50891,4
26416343,9246693,1
26452768,577668,2
26454971,1071302,5
26456499,3698908,1
26477497,1032160,2
26485421,4428419,1
26488782,9514534,1
26493366,1161435,8
26497946,511142,2
26499136,2175324,1
26502074,8070151,1
26503318,1225898,1
26510424,40180,1
26512969,3699494,1
26514050,2284720,1
26520893,890380,1
26532168,367618,1
26561827,6125159,2
26567815,3991445,1
26583093,406946,1
26594411,6200806,3
26597398,45583,2
26601298,7875323,1
26607117,9728079,2
26611092,8826164,1
26615683,3580589,1
26626725,484936,1
26643379,9716869,1
26645405,9402134,3
26648139,1217675,3
26648611,10202200,2
26650739,9857723,1
26657616,2615272,3
26659024,8572917,1
26661922,1200102,1
26665321,4530271,1
26668831,2375009,1
26688311,6517097,2
26690550,182589,1
26697962,5425005,1
26708360,7727148,5
26716312,904370,1
26718008,9214507,1
26720297,718899,1
26729159,1126864,1
26731106,689515,1
26731726,44707,5
26736070,5976354,1
26739042,241176,1
26758092,534911,3
26758410,534911,1
26760598,1781130,1
26785547,6890795,1
26808537,5389574,1
26815515,4335742,1
26820842,6132330,2
26821504,9825012,1
26823658,349701,1
26823843,1500290,1
26832375,9438863,1
26832780,9755468,2
26839356,614573,1
26843789,4804954,1
26845177,8442492,1
26845650,9837783,2
26846490,1279060,1
26847075,433707,12
26849135,1286529,1
26850114,725613,1
26863548,1423378,1
26875223,1424573,1
26879361,9135474,1
26879382,9135474,1
26879389,9135474,1
26879520,9135474,1
26879622,8078764,1
26879814,1853260,1
26885167,5905026,3
26890779,939501,2
26891487,9855524,1
26908976,3333139,1
26923752,675835,1
26944422,9339661,3
26945962,5619798,1
26978339,9452791,1
26980932,8013350,1
26987949,2677430,1
26993003,8442263,1
26995510,1334884,5
26998114,9135474,3
27003795,5346747,1
27007136,5023718,1
27007413,8148855,1
27008640,5114528,2
27011869,160338,1
27017012,6386297,1
27017271,3375973,1
27019565,7912701,1
27020670,8248318,1
27021189,1176337,2
27027721,42846,1
27032782,6394023,2
27038736,126802,1
27043454,7762231,1
27044282,4636406,1
27050398,7697146,1
27055032,6724367,2
27056061,4616229,1
27057487,193480,1
27058156,7000887,1
27059138,7336721,2
27059641,8683432,1
27064729,1518183,1
27093512,584009,7
27096824,6841829,3
27102916,622120,2
27103377,3627377,1
27105028,7594729,2
27106216,3739254,1
27108467,8650510,1
27114957,383994,1
27125072,972314,1
27126657,9947271,2
27141302,889804,1
27141908,732173,1
27144213,7094265,1
27144533,5065328,1
27145416,5490627,1
27146749,3758576,1
27146993,9000293,6
27149627,5349561,1
27150469,6520916,3
27157557,8656677,1
27171508,8078764,1
27176472,430267,2
27187895,6009785,1
27188826,1220886,2
27191539,597897,1
27192539,810348,1
27200127,602423,1
27200526,7441147,1
27200556,9925986,2
27211608,750319,1
27216319,1257913,1
27217005,2672306,1
27220218,6128538,1
27236732,3677334,1
27242935,6509618,6
27254593,3467784,3
27256236,6069593,1
27256517,6069593,1
27256636,6069593,1
27265481,1505137,2
27280919,9409473,1
27282606,4229405,1
27287395,3960243,1
27287679,3960243,1
27288264,1269896,1
27289261,512573,1
27291887,1225898,1
27310102,5720924,1
27314239,3503781,4
27315397,5661825,1
27317659,6536597,1
27320819,6598297,1
27322641,2955890,1
27332639,5049548,1
27344671,6016690,1
27349174,7587082,1
27355650,8683580,1
27356124,680525,2
27364941,2376591,1
27367962,5625263,2
27384581,1457425,1
27407975,8526819,1
27409568,1201934,1
27416733,711295,1
27418269,2624357,3
27423766,4178251,1
27432101,6436073,1
27440702,10049531,5
27447751,5635733,1
27456039,2762492,1
27456612,471685,1
27460855,10053946,1
27465200,9190378,1
27466442,3425571,1
27470715,3656079,1
27477541,8955320,1
27485887,58937,1
27492076,89142,1
27506269,6069593,1
27506388,6069593,1
27507850,7737874,2
27508020,6069593,1
27511719,378310,11
27514241,4055382,2
27524578,3188588,1
27546224,24908,1
27547938,447540,1
27550173,723113,1
27552091,7751315,5
27553648,249285,1
27563217,7218837,1
27569160,5231841,1
27572489,10082177,1
27575221,1371300,2
27577265,7694377,1
27580442,10043058,1
27589092,9959680,1
27590609,3024032,1
27590695,7421004,3
27609108,5473908,1
27614389,9852059,1
27618890,4380972,3
27619774,7897638,2
27626910,277474,3
27637169,1511745,2
27638086,184107,4
27649053,10100503,1
27650144,2401369,2
27654303,677436,1
27655686,6763356,1
27658285,6457128,1
27663620,1434793,2
27664020,2354218,1
27667544,7993112,1
27667613,10134418,2
