13851456,1,Core contributor is belonged to small group
13893582,1,Core contributor is belonged to small group
13913264,3,Core contributor is belonged to small group
13918292,1,Core contributor is belonged to small group
14002592,1,Core contributor is belonged to small group
14058345,1,Core contributor is belonged to small group
14058646,1,Core contributor is belonged to small group
14079522,1,Core contributor is belonged to small group
14090992,1,Core contributor is belonged to small group
14148013,1,Core contributor is belonged to small group
14201058,1,Core contributor is belonged to small group
14234456,1,Core contributor is belonged to small group
14244921,2,Core contributor is belonged to small group
14258404,1,Core contributor is belonged to small group
14275631,2,Core contributor is belonged to small group
14279740,2,Core contributor is belonged to small group
14284550,1,Core contributor is belonged to small group
14286367,1,Core contributor is belonged to small group
14289657,1,Core contributor is belonged to small group
14312560,1,Core contributor is belonged to small group
14313288,1,Core contributor is belonged to small group
14427510,1,Core contributor is belonged to small group
14438995,1,Core contributor is belonged to small group
14473933,1,Core contributor is belonged to small group
14546116,1,Core contributor is belonged to small group
14552429,3,Core contributor is belonged to small group
14601190,2,Core contributor is belonged to small group
14629304,1,Core contributor is belonged to small group
14699527,1,Core contributor is belonged to small group
14734876,4,Core contributor is belonged to small group
14739084,1,Core contributor is belonged to small group
14829187,1,Core contributor is belonged to small group
14845307,1,Core contributor is belonged to small group
14849761,1,Core contributor is belonged to small group
14871077,1,Core contributor is belonged to small group
14879832,1,Core contributor is belonged to small group
14895592,1,Core contributor is belonged to small group
14915760,1,Core contributor is belonged to small group
14942891,1,Core contributor is belonged to small group
14991487,4,Core contributor is belonged to small group
15001035,2,Core contributor is belonged to small group
15009067,1,Core contributor is belonged to small group
15032076,1,Core contributor is belonged to small group
15032738,2,Core contributor is belonged to small group
15034137,2,Core contributor is belonged to small group
15035998,1,Core contributor is belonged to small group
15036238,1,Core contributor is belonged to small group
15063820,1,Core contributor is belonged to small group
15080619,2,Core contributor is belonged to small group
15100395,12,Core contributor is belonged to large group
15119415,1,Core contributor is belonged to small group
15177111,1,Core contributor is belonged to small group
15177709,1,Core contributor is belonged to small group
15193430,1,Core contributor is belonged to small group
15237233,1,Core contributor is belonged to small group
15382280,1,Core contributor is belonged to small group
15441866,1,Core contributor is belonged to small group
15461243,4,Core contributor is belonged to small group
15477991,2,Core contributor is belonged to small group
15486567,1,Core contributor is belonged to small group
15488440,6,Core contributor is belonged to large group
15519902,1,Core contributor is belonged to small group
15526570,3,Core contributor is belonged to small group
15532080,1,Core contributor is belonged to small group
15558946,1,Core contributor is belonged to small group
15572464,3,Core contributor is belonged to small group
15576121,1,Core contributor is belonged to small group
15589258,1,Core contributor is belonged to small group
15656147,1,Core contributor is belonged to small group
15666435,1,Core contributor is belonged to small group
15713116,1,Core contributor is belonged to small group
15714889,3,Core contributor is belonged to small group
15718405,4,Core contributor is belonged to small group
15748552,1,Core contributor is belonged to small group
15760311,1,Core contributor is belonged to small group
15790644,8,Core contributor is belonged to large group
15808686,1,Core contributor is belonged to small group
15838380,1,Core contributor is belonged to small group
15857755,1,Core contributor is belonged to small group
15902335,1,Core contributor is belonged to small group
15908247,1,Core contributor is belonged to small group
15919430,1,Core contributor is belonged to small group
15923027,2,Core contributor is belonged to small group
15943682,1,Core contributor is belonged to small group
15951934,1,Core contributor is belonged to small group
15984451,1,Core contributor is belonged to small group
16009240,1,Core contributor is belonged to small group
16018083,1,Core contributor is belonged to small group
16036505,1,Core contributor is belonged to small group
16051158,1,Core contributor is belonged to small group
16059597,1,Core contributor is belonged to small group
16061165,2,Core contributor is belonged to small group
16081882,1,Core contributor is belonged to small group
16091467,2,Core contributor is belonged to small group
16116287,1,Core contributor is belonged to small group
16129958,5,Core contributor is belonged to small group
16159065,1,Core contributor is belonged to small group
16188576,2,Core contributor is belonged to small group
16249702,1,Core contributor is belonged to small group
16266082,1,Core contributor is belonged to small group
16285002,1,Core contributor is belonged to small group
16301255,1,Core contributor is belonged to small group
16323555,1,Core contributor is belonged to small group
16332631,1,Core contributor is belonged to small group
16334926,1,Core contributor is belonged to small group
16350266,1,Core contributor is belonged to small group
16418633,1,Core contributor is belonged to small group
16448230,1,Core contributor is belonged to small group
16473585,1,Core contributor is belonged to small group
16525002,1,Core contributor is belonged to small group
16529451,1,Core contributor is belonged to small group
16531825,7,Core contributor is belonged to large group
16554941,1,Core contributor is belonged to small group
16572329,2,Core contributor is belonged to small group
16607266,1,Core contributor is belonged to small group
16722721,1,Core contributor is belonged to small group
16819408,1,Core contributor is belonged to small group
16832741,1,Core contributor is belonged to small group
16833966,3,Core contributor is belonged to small group
16890159,1,Core contributor is belonged to small group
16901435,1,Core contributor is belonged to small group
16937043,1,Core contributor is belonged to small group
16972230,1,Core contributor is belonged to small group
16994292,4,Core contributor is belonged to small group
17056902,1,Core contributor is belonged to small group
17067597,2,Core contributor is belonged to small group
17069604,3,Core contributor is belonged to small group
17101123,1,Core contributor is belonged to small group
17136520,1,Core contributor is belonged to small group
17147171,2,Core contributor is belonged to small group
17152267,1,Core contributor is belonged to small group
17152891,1,Core contributor is belonged to small group
17165658,4,Core contributor is belonged to small group
17179173,1,Core contributor is belonged to small group
17190491,1,Core contributor is belonged to small group
17234057,2,Core contributor is belonged to small group
17236735,1,Core contributor is belonged to small group
17268927,1,Core contributor is belonged to small group
17299346,1,Core contributor is belonged to small group
17313482,1,Core contributor is belonged to small group
17371412,1,Core contributor is belonged to small group
17375822,1,Core contributor is belonged to small group
17423002,3,Core contributor is belonged to small group
17432357,1,Core contributor is belonged to small group
17457530,3,Core contributor is belonged to small group
17473666,1,Core contributor is belonged to small group
17480926,1,Core contributor is belonged to small group
17529590,1,Core contributor is belonged to small group
17536276,2,Core contributor is belonged to small group
17580814,6,Core contributor is belonged to large group
17617697,1,Core contributor is belonged to small group
17640761,1,Core contributor is belonged to small group
17672250,1,Core contributor is belonged to small group
17682668,1,Core contributor is belonged to small group
17710592,1,Core contributor is belonged to small group
17717497,2,Core contributor is belonged to small group
17730345,1,Core contributor is belonged to small group
17730514,1,Core contributor is belonged to small group
17739679,1,Core contributor is belonged to small group
17764313,2,Core contributor is belonged to small group
17817709,1,Core contributor is belonged to small group
17826716,1,Core contributor is belonged to small group
17852869,1,Core contributor is belonged to small group
17873870,2,Core contributor is belonged to small group
17906147,2,Core contributor is belonged to small group
17907002,1,Core contributor is belonged to small group
17947764,1,Core contributor is belonged to small group
17971324,2,Core contributor is belonged to small group
17985744,1,Core contributor is belonged to small group
17996456,1,Core contributor is belonged to small group
18017865,1,Core contributor is belonged to small group
18020014,1,Core contributor is belonged to small group
18020914,1,Core contributor is belonged to small group
18039094,1,Core contributor is belonged to small group
18046167,1,Core contributor is belonged to small group
18069451,2,Core contributor is belonged to small group
18089434,1,Core contributor is belonged to small group
18115347,4,Core contributor is belonged to small group
18126008,12,Core contributor is belonged to large group
18139110,1,Core contributor is belonged to small group
18156369,2,Core contributor is belonged to small group
18160176,1,Core contributor is belonged to small group
18201810,2,Core contributor is belonged to small group
18209555,1,Core contributor is belonged to small group
18266208,1,Core contributor is belonged to small group
18267935,2,Core contributor is belonged to small group
18271108,1,Core contributor is belonged to small group
18275311,1,Core contributor is belonged to small group
18326701,1,Core contributor is belonged to small group
18327383,1,Core contributor is belonged to small group
18327496,1,Core contributor is belonged to small group
18411746,1,Core contributor is belonged to small group
18456300,1,Core contributor is belonged to small group
18457766,1,Core contributor is belonged to small group
18470436,1,Core contributor is belonged to small group
18472516,1,Core contributor is belonged to small group
18478437,1,Core contributor is belonged to small group
18493101,1,Core contributor is belonged to small group
18495441,2,Core contributor is belonged to small group
18532367,1,Core contributor is belonged to small group
18552822,1,Core contributor is belonged to small group
18592954,1,Core contributor is belonged to small group
18600949,1,Core contributor is belonged to small group
18603823,2,Core contributor is belonged to small group
18620619,13,Core contributor is belonged to large group
18663590,4,Core contributor is belonged to small group
18694368,1,Core contributor is belonged to small group
18715057,1,Core contributor is belonged to small group
18719937,1,Core contributor is belonged to small group
18747374,2,Core contributor is belonged to small group
18761819,1,Core contributor is belonged to small group
18839749,2,Core contributor is belonged to small group
18900363,3,Core contributor is belonged to small group
18904157,1,Core contributor is belonged to small group
18929235,1,Core contributor is belonged to small group
18956585,1,Core contributor is belonged to small group
19025999,2,Core contributor is belonged to small group
19047649,1,Core contributor is belonged to small group
19049758,1,Core contributor is belonged to small group
19051665,2,Core contributor is belonged to small group
19060965,1,Core contributor is belonged to small group
19073780,1,Core contributor is belonged to small group
19086266,1,Core contributor is belonged to small group
19108230,3,Core contributor is belonged to small group
19122406,3,Core contributor is belonged to small group
19178105,5,Core contributor is belonged to small group
19246063,1,Core contributor is belonged to small group
19294491,1,Core contributor is belonged to small group
19328708,1,Core contributor is belonged to small group
19352450,1,Core contributor is belonged to small group
19353657,2,Core contributor is belonged to small group
19386378,2,Core contributor is belonged to small group
19415093,1,Core contributor is belonged to small group
19473153,1,Core contributor is belonged to small group
19508919,1,Core contributor is belonged to small group
19514776,4,Core contributor is belonged to small group
19524156,2,Core contributor is belonged to small group
19545865,1,Core contributor is belonged to small group
19575934,1,Core contributor is belonged to small group
19625428,1,Core contributor is belonged to small group
19638168,1,Core contributor is belonged to small group
19684176,1,Core contributor is belonged to small group
19688633,3,Core contributor is belonged to small group
19712775,1,Core contributor is belonged to small group
19718418,1,Core contributor is belonged to small group
19750688,1,Core contributor is belonged to small group
19753490,1,Core contributor is belonged to small group
19756033,1,Core contributor is belonged to small group
19782742,1,Core contributor is belonged to small group
19783776,1,Core contributor is belonged to small group
19794517,1,Core contributor is belonged to small group
19799491,6,Core contributor is belonged to large group
19821157,4,Core contributor is belonged to small group
19833367,1,Core contributor is belonged to small group
19842476,2,Core contributor is belonged to small group
19844101,1,Core contributor is belonged to small group
19853787,1,Core contributor is belonged to small group
19880102,3,Core contributor is belonged to small group
19892380,1,Core contributor is belonged to small group
19897997,2,Core contributor is belonged to small group
19899004,1,Core contributor is belonged to small group
19914909,1,Core contributor is belonged to small group
19916900,1,Core contributor is belonged to small group
19940883,1,Core contributor is belonged to small group
19959218,1,Core contributor is belonged to small group
19961042,2,Core contributor is belonged to small group
19961044,1,Core contributor is belonged to small group
19961056,1,Core contributor is belonged to small group
19965701,1,Core contributor is belonged to small group
19986748,1,Core contributor is belonged to small group
19993673,1,Core contributor is belonged to small group
20005405,1,Core contributor is belonged to small group
20006178,1,Core contributor is belonged to small group
20016880,2,Core contributor is belonged to small group
20020926,1,Core contributor is belonged to small group
20030571,1,Core contributor is belonged to small group
20035058,1,Core contributor is belonged to small group
20035848,1,Core contributor is belonged to small group
20041931,2,Core contributor is belonged to small group
20044005,1,Core contributor is belonged to small group
20086003,5,Core contributor is belonged to small group
20107959,1,Core contributor is belonged to small group
20117626,1,Core contributor is belonged to small group
20122626,2,Core contributor is belonged to small group
20136009,1,Core contributor is belonged to small group
20157059,3,Core contributor is belonged to small group
20170673,1,Core contributor is belonged to small group
20198782,1,Core contributor is belonged to small group
20239329,1,Core contributor is belonged to small group
20252671,2,Core contributor is belonged to small group
20266334,2,Core contributor is belonged to small group
20266504,1,Core contributor is belonged to small group
20268125,3,Core contributor is belonged to small group
20281714,1,Core contributor is belonged to small group
20284114,1,Core contributor is belonged to small group
20291263,6,Core contributor is belonged to large group
20319753,2,Core contributor is belonged to small group
20341239,1,Core contributor is belonged to small group
20345659,1,Core contributor is belonged to small group
20367998,1,Core contributor is belonged to small group
20372057,2,Core contributor is belonged to small group
20387866,2,Core contributor is belonged to small group
20405743,1,Core contributor is belonged to small group
20463939,1,Core contributor is belonged to small group
20469468,1,Core contributor is belonged to small group
20527117,3,Core contributor is belonged to small group
20531173,1,Core contributor is belonged to small group
20531755,1,Core contributor is belonged to small group
20540592,1,Core contributor is belonged to small group
20542797,1,Core contributor is belonged to small group
20550978,1,Core contributor is belonged to small group
20567458,2,Core contributor is belonged to small group
20606216,2,Core contributor is belonged to small group
20632410,1,Core contributor is belonged to small group
20634788,1,Core contributor is belonged to small group
20652730,2,Core contributor is belonged to small group
20682452,3,Core contributor is belonged to small group
20753922,2,Core contributor is belonged to small group
20770460,3,Core contributor is belonged to small group
20782655,1,Core contributor is belonged to small group
20811526,1,Core contributor is belonged to small group
20822032,2,Core contributor is belonged to small group
20835178,2,Core contributor is belonged to small group
20837913,1,Core contributor is belonged to small group
20871075,1,Core contributor is belonged to small group
20941068,2,Core contributor is belonged to small group
21009348,3,Core contributor is belonged to small group
21054614,6,Core contributor is belonged to large group
21067831,1,Core contributor is belonged to small group
21085682,1,Core contributor is belonged to small group
21103899,3,Core contributor is belonged to small group
